Tire,B,C,D,Sx,Sy,Loss
Fy_A,17.197514461629723,1.6717081677023067,2651.105946201609,0.007627728874956934,134.73955296770842,153660.70195698805
Fy_B,17.472250073164812,1.7576987654036749,3451.8729290576975,0.010287248963999114,194.0794300197951,151085.55279822915
